SaO2sup Pa_CO2 P_a Vmca_d TOI_d HbT_d CCO_d
0.98536 38.107 73.817 43.072 59.415 -0.24697 -0.082684
0.98552 37.911 73.283 42.895 59.425 -0.26506 -0.088081
0.98563 37.724 72.813 42.809 59.432 -0.28478 -0.094674
0.98567 37.554 72.422 42.82 59.433 -0.30444 -0.10214
0.98564 37.408 72.12 42.926 59.427 -0.32242 -0.11006
0.98554 37.291 71.916 43.121 59.41 -0.33728 -0.11799
0.98536 37.204 71.818 43.39 59.383 -0.34786 -0.12547
0.98511 37.148 71.831 43.715 59.346 -0.35335 -0.13205
0.9848 37.119 71.956 44.074 59.3 -0.35337 -0.13734
0.98443 37.114 72.194 44.438 59.249 -0.34793 -0.14105
0.984 37.125 72.539 44.782 59.197 -0.33749 -0.14297
0.98353 37.147 72.982 45.078 59.148 -0.32283 -0.14302
0.98302 37.173 73.505 45.301 59.106 -0.30505 -0.14124
0.98249 37.197 74.085 45.432 59.074 -0.28539 -0.13778
0.98196 37.214 74.693 45.458 59.058 -0.26521 -0.1329
0.98143 37.222 75.292 45.369 59.057 -0.24578 -0.12692
0.98092 37.218 75.844 45.169 59.073 -0.22826 -0.12027
0.98044 37.202 76.309 44.866 59.104 -0.21356 -0.11336
0.98 37.177 76.652 44.477 59.15 -0.20227 -0.10664
0.97961 37.146 76.842 44.026 59.207 -0.19466 -0.10052
0.97927 37.114 76.859 43.541 59.27 -0.19063 -0.095386
0.979 37.085 76.694 43.054 59.337 -0.18977 -0.091525
0.97878 37.064 76.353 42.599 59.402 -0.19137 -0.089156
0.97862 37.056 75.854 42.208 59.463 -0.19454 -0.088399
0.97851 37.065 75.227 41.909 59.517 -0.19824 -0.08927
0.97846 37.094 74.51 41.726 59.561 -0.20143 -0.091689
0.97844 37.144 73.749 41.676 59.594 -0.20312 -0.095477
0.97846 37.216 72.992 41.767 59.617 -0.20246 -0.10038
0.97852 37.307 72.285 41.999 59.628 -0.19881 -0.10607
0.9786 37.415 71.67 42.365 59.629 -0.19179 -0.11218
0.97872 37.536 71.181 42.848 59.622 -0.1813 -0.11834
0.97886 37.665 70.844 43.427 59.608 -0.16749 -0.12414
0.97904 37.798 70.671 44.076 59.59 -0.1508 -0.12923
0.97926 37.93 70.668 44.764 59.568 -0.13185 -0.1333
0.97951 38.055 70.825 45.463 59.544 -0.11144 -0.13608
0.9798 38.17 71.128 46.143 59.522 -0.090462 -0.13741
0.98013 38.272 71.553 46.779 59.502 -0.069818 -0.1372
0.98049 38.359 72.071 47.349 59.486 -0.050391 -0.13545
0.98087 38.43 72.653 47.84 59.476 -0.03297 -0.13225
0.98125 38.485 73.267 48.24 59.473 -0.018207 -0.12777
0.98161 38.524 73.886 48.547 59.479 -0.00658 -0.12225
0.98194 38.55 74.484 48.763 59.494 0.0016204 -0.11597
0.98222 38.564 75.043 48.895 59.519 0.0063042 -0.10925
0.98243 38.568 75.55 48.956 59.553 0.0075748 -0.10238
0.98254 38.565 75.997 48.957 59.596 0.0057154 -0.095692
0.98257 38.556 76.383 48.915 59.645 0.001167 -0.089436
0.98249 38.542 76.708 48.844 59.697 -0.0054979 -0.083834
0.98233 38.524 76.978 48.758 59.75 -0.013605 -0.079044
0.98208 38.503 77.199 48.669 59.799 -0.022409 -0.075159
0.98178 38.479 77.377 48.584 59.841 -0.03112 -0.07221
0.98145 38.451 77.516 48.511 59.871 -0.038935 -0.070168
0.98111 38.419 77.618 48.451 59.887 -0.04506 -0.068962
0.98081 38.384 77.686 48.405 59.886 -0.048736 -0.068488
0.98056 38.347 77.718 48.372 59.866 -0.049254 -0.068628
0.9804 38.308 77.714 48.346 59.826 -0.045983 -0.069265
0.98034 38.27 77.674 48.324 59.769 -0.03838 -0.070301
0.98039 38.233 77.598 48.3 59.695 -0.026011 -0.071662
0.98055 38.201 77.49 48.27 59.609 -0.0085642 -0.073311
0.98081 38.176 77.352 48.229 59.516 0.014133 -0.075247
0.98115 38.161 77.192 48.174 59.42 0.042103 -0.0775
0.98152 38.157 77.015 48.104 59.327 0.075208 -0.080127
0.98191 38.166 76.828 48.019 59.243 0.11314 -0.083195
0.98226 38.188 76.64 47.919 59.173 0.15542 -0.086769
0.98255 38.223 76.454 47.806 59.121 0.20139 -0.090897
0.98274 38.268 76.277 47.683 59.09 0.25023 -0.095596
0.98282 38.323 76.11 47.552 59.081 0.30095 -0.10084
0.98277 38.382 75.956 47.417 59.094 0.35242 -0.10655
0.9826 38.443 75.813 47.281 59.127 0.40339 -0.1126
0.98232 38.501 75.68 47.145 59.179 0.4525 -0.11882
0.98195 38.551 75.553 47.012 59.244 0.49833 -0.12498
0.98153 38.591 75.427 46.883 59.317 0.53944 -0.13085
0.98109 38.617 75.298 46.758 59.395 0.57437 -0.13618
0.98066 38.629 75.163 46.637 59.47 0.60175 -0.14073
0.98027 38.625 75.018 46.52 59.538 0.62032 -0.14428
0.97993 38.606 74.863 46.407 59.594 0.62898 -0.14666
0.97965 38.573 74.7 46.296 59.635 0.62684 -0.14778
0.97943 38.53 74.533 46.188 59.659 0.61329 -0.1476
0.97928 38.48 74.369 46.083 59.664 0.58804 -0.14613
0.97917 38.425 74.217 45.981 59.65 0.55115 -0.14348
0.9791 38.369 74.083 45.884 59.618 0.50307 -0.13982
0.97907 38.315 73.974 45.796 59.572 0.44466 -0.13535
0.97905 38.266 73.897 45.718 59.514 0.37718 -0.1303
0.97905 38.223 73.851 45.655 59.448 0.30228 -0.12494
0.97908 38.188 73.836 45.613 59.377 0.22195 -0.11951
0.97914 38.162 73.848 45.595 59.305 0.13847 -0.11424
0.97923 38.145 73.88 45.608 59.235 0.054332 -0.10934
0.97938 38.137 73.926 45.655 59.169 -0.027857 -0.10497
0.97959 38.139 73.978 45.742 59.109 -0.10547 -0.10123
0.97986 38.148 74.033 45.87 59.056 -0.17597 -0.098215
0.9802 38.166 74.09 46.041 59.008 -0.23703 -0.095944
0.98059 38.192 74.149 46.252 58.967 -0.28663 -0.094426
0.98101 38.225 74.215 46.499 58.93 -0.32315 -0.093646
0.98146 38.264 74.297 46.775 58.898 -0.34542 -0.093582
0.98189 38.308 74.403 47.071 58.869 -0.35282 -0.094217
0.98228 38.356 74.54 47.373 58.843 -0.34524 -0.095544
0.9826 38.407 74.716 47.668 58.819 -0.3231 -0.097574
0.98282 38.457 74.934 47.937 58.799 -0.28734 -0.10034
0.98291 38.504 75.191 48.166 58.784 -0.23932 -0.10387
0.98287 38.546 75.479 48.337 58.775 -0.18075 -0.10824
0.98267 38.58 75.784 48.437 58.775 -0.11363 -0.11347
0.98233 38.604 76.084 48.452 58.784 -0.040094 -0.11959
0.98183 38.615 76.355 48.377 58.806 0.03763 -0.1266
0.98121 38.612 76.566 48.208 58.841 0.11737 -0.13443
0.98049 38.595 76.688 47.948 58.889 0.19704 -0.14297
0.9797 38.563 76.693 47.607 58.95 0.27476 -0.15202
0.97888 38.518 76.557 47.2 59.022 0.34886 -0.16133
0.97807 38.462 76.263 46.749 59.104 0.41791 -0.17058
0.97732 38.399 75.803 46.279 59.192 0.48076 -0.17938
0.97666 38.331 75.181 45.821 59.283 0.53651 -0.18732
0.97614 38.263 74.41 45.405 59.373 0.58447 -0.19399
0.97578 38.2 73.517 45.063 59.458 0.62421 -0.19899
0.97561 38.145 72.537 44.825 59.536 0.65546 -0.20197
0.97563 38.102 71.515 44.717 59.604 0.67814 -0.20267
0.97584 38.074 70.503 44.76 59.66 0.6923 -0.20095
0.97622 38.063 69.556 44.967 59.704 0.69818 -0.19679
0.97675 38.071 68.727 45.343 59.735 0.69612 -0.19033
0.97738 38.096 68.067 45.884 59.754 0.68663 -0.18188
0.97807 38.14 67.618 46.579 59.763 0.67036 -0.17186
0.97876 38.199 67.414 47.406 59.764 0.64811 -0.16086
0.97941 38.274 67.472 48.336 59.757 0.62082 -0.14953
0.97998 38.363 67.798 49.337 59.746 0.58955 -0.1386
0.98044 38.463 68.382 50.369 59.731 0.55545 -0.12879
0.98078 38.574 69.197 51.393 59.713 0.51973 -0.1208
0.98098 38.696 70.206 52.369 59.694 0.4836 -0.1152
0.98106 38.826 71.357 53.26 59.673 0.4482 -0.11246
0.98105 38.965 72.59 54.034 59.652 0.41455 -0.11283
0.98097 39.112 73.842 54.666 59.63 0.38351 -0.11636
0.98087 39.266 75.045 55.136 59.608 0.35566 -0.12288
0.98078 39.426 76.14 55.437 59.588 0.33136 -0.132
0.98073 39.589 77.074 55.567 59.571 0.31064 -0.14313
0.98076 39.752 77.809 55.533 59.557 0.29331 -0.15552
0.98087 39.911 78.32 55.351 59.55 0.27888 -0.16829
0.98107 40.063 78.602 55.041 59.551 0.26672 -0.18052
0.98135 40.201 78.669 54.63 59.559 0.25608 -0.19131
0.9817 40.321 78.548 54.145 59.577 0.24616 -0.19983
0.98209 40.417 78.279 53.616 59.603 0.23628 -0.20543
0.98248 40.484 77.912 53.07 59.636 0.22587 -0.20763
0.98285 40.52 77.497 52.532 59.675 0.21464 -0.20622
0.98318 40.519 77.084 52.022 59.716 0.20258 -0.20127
0.98343 40.482 76.713 51.556 59.757 0.18998 -0.19312
0.98359 40.408 76.418 51.143 59.793 0.1775 -0.18238
0.98365 40.299 76.219 50.786 59.823 0.16607 -0.16988
0.98361 40.157 76.123 50.482 59.844 0.15687 -0.15666
0.98347 39.987 76.127 50.226 59.853 0.15121 -0.14382
0.98324 39.793 76.22 50.004 59.851 0.15046 -0.13254
0.98293 39.582 76.38 49.804 59.837 0.15592 -0.1239
0.98255 39.36 76.587 49.612 59.814 0.16869 -0.11889
0.98212 39.133 76.816 49.413 59.782 0.18956 -0.11828
0.98166 38.907 77.046 49.195 59.745 0.21896 -0.12258
0.98117 38.687 77.261 48.949 59.706 0.25685 -0.13198
0.98066 38.478 77.448 48.668 59.667 0.3027 -0.14638
0.98015 38.283 77.599 48.353 59.631 0.35553 -0.16535
0.97964 38.105 77.713 48.005 59.599 0.4139 -0.1882
0.97914 37.945 77.791 47.63 59.574 0.47604 -0.21398
0.97865 37.804 77.837 47.239 59.556 0.53996 -0.24161
0.97819 37.681 77.858 46.844 59.545 0.60355 -0.26992
0.97777 37.576 77.858 46.457 59.539 0.66476 -0.29775
